id;lat;lon;description;format
109;41.47130600541448;-87.32390018409755;Mile 252.6 US 30;['http://content.trafficwise.org/cctv/1-065-254-0-1.jpg']
110;41.43656788932546;-87.32141868396953;Mile 250.2 101st Street ;['http://content.trafficwise.org/cctv/065-250-2-3184.jpg']
111;41.39454795149555;-87.32335324892203;Mile 247.3 US 231 ;['http://content.trafficwise.org/cctv/1-065-247-1-1.jpg']
112;41.29174813091128;-87.30088868584608;Mile 240.0 SR 2 ;['http://content.trafficwise.org/cctv/1-065-240-0-1.jpg']
113;40.174757493372354;-86.55272764179067;Mile 149.6 Rest Area ;['http://content.trafficwise.org/cctv/1-065-149-6-1.jpg']
114;40.17388969691273;-86.55192234255709;Mile 149.6 Rest Area;['http://content.trafficwise.org/cctv/065-149-6-20094.jpg']
115;40.157348100195186;-86.54015042422473;Mile 148.3 Rest Area Northbound;['http://content.trafficwise.org/cctv/1-065-148-3-1.jpg']
116;40.14184200207747;-86.52676116822465;Mile 147.0 North of SR 37;['http://content.trafficwise.org/cctv/1-065-147-0-1.jpg']
117;40.12888771480285;-86.518248990757;Mile 146.0 SR 47 ;['http://content.trafficwise.org/cctv/1-065-146-0-1.jpg']
118;40.10696755083822;-86.51189687992961;Mile 144.4 South of SR 47 ;['http://content.trafficwise.org/cctv/1-065-144-3-1.jpg']
119;40.059035883308376;-86.49369518263362;Mile 141.1 South of US 52 ;['http://content.trafficwise.org/cctv/1-065-141-7-1.jpg']
120;40.05518000807263;-86.49323401280638;Mile 140.7 North of SR 32;['http://content.trafficwise.org/cctv/1-065-140-7-1.jpg']
121;40.04620431786195;-86.48881916878057;Mile 140.1 SR 32 ;['http://content.trafficwise.org/cctv/1-065-140-1-1.jpg']
122;40.034462022744165;-86.47212124227356;Mile 138.8 SR 39 ;['http://content.trafficwise.org/cctv/1-065-138-8-1.jpg']
123;40.02629727731416;-86.44840925328383;Mile 137.4 Lebanon ;['http://content.trafficwise.org/cctv/1-065-137-4-1.jpg']
124;40.01169204837558;-86.43115463682716;Mile 136.1 South of Lebanon;['http://content.trafficwise.org/cctv/1-065-136-1-1.jpg']
125;39.99523869630036;-86.41258347783806;Mile 134.6 North of SR 267;['http://content.trafficwise.org/cctv/1-065-134-6-1.jpg']
126;39.98195726819098;-86.39622636036154;Mile 133.3 SR 267 ;['http://content.trafficwise.org/cctv/1-065-133-3-1.jpg']
127;39.972527218927354;-86.38461680901881;Mile 132.4 South of SR 267;['http://content.trafficwise.org/cctv/1-065-132-4-1.jpg']
128;39.96079232466785;-86.37016884725932;Mile 131.3 North of Old SR 334 ;['http://content.trafficwise.org/cctv/1-065-131-3-1.jpg']
129;39.94869366141806;-86.35528178045708;Mile 130.1 Old SR 334;['http://content.trafficwise.org/cctv/1-065-130-1-1.jpg']
130;39.933165933203895;-86.34082283768038;Mile 128.8 I-865 ;['http://content.trafficwise.org/cctv/1-065-128-8-1.jpghttp://content.trafficwise.org/cctv/1-065-128-8-1.jpg']
131;39.9332679272431;-86.34090848261637;Mile 128.8 I-865;['http://content.trafficwise.org/cctv/1-065-128-8-1.jpg']
132;39.920284219141706;-86.33008980040124;Mile 127.8 Hendricks County;['http://content.trafficwise.org/cctv/1-065-127-8-1.jpg']
133;39.903580068629424;-86.31462346116368;Mile 126.3 82nd Street;['http://content.trafficwise.org/cctv/1-065-126-3-1.jpg']
134;39.880821281424375;-86.29314195977928;Mile 124.6 71st Street;['http://content.trafficwise.org/cctv/1-065-124-6-1.jpg']
135;39.87129997319857;-86.28183686864203;Mile 123.5 I-465 NW Ramps;['http://content.trafficwise.org/cctv/1-065-123-5-1.jpg']
136;39.87105230532304;-86.2815824125964;Mile 123.5 I-465 NW Ramps ;['http://content.trafficwise.org/cctv/065-123-5-3095.jpg']
137;39.862849881454;-86.2734229404833;Mile 122.9 I-465 NW ;['http://content.trafficwise.org/cctv/065-122-9-3406.jpg']
138;39.86461785697285;-86.2751575827524;Mile 122.9 I-465 NW ;['http://content.trafficwise.org/cctv/065-122-9-3383.jpg']
139;39.864847099240805;-86.27538755312314;Mile 122.9 I-465 NW;['http://content.trafficwise.org/cctv/1-065-122-9-1.jpg']
140;39.841826219201714;-86.25426218821144;Mile 121.0 Lafayette Road ;['http://content.trafficwise.org/cctv/1-065-121-0-1.jpg']
141;39.83172211595177;-86.23550806420381;Mile 119.7 North of 38th Street;['http://content.trafficwise.org/cctv/1-065-119-7-1.jpg']
142;39.82392109180634;-86.22411746469785;Mile 118.8 38th West Junction ;['http://content.trafficwise.org/cctv/1-065-118-8-1.jpg']
143;39.82393842829975;-86.20201418685114;Mile 117.6 38th East Junction;['http://content.trafficwise.org/cctv/1-065-117-6-1.jpg']
144;39.81548251428796;-86.18458639566559;Mile 116.5 Pedestrian Overpass;['http://content.trafficwise.org/cctv/1-065-116-5-1.jpg']
145;39.81030181825225;-86.16711285841924;Mile 115.5 30th Street;['http://content.trafficwise.org/cctv/1-065-115-5-1.jpg']
146;39.792738452059965;-86.16493682813486;Mile 114.3 21st Street;['http://content.trafficwise.org/cctv/1-065-114-3-1.jpg']
147;39.783237285173854;-86.16246666387404;Mile 113.5 West St / MLK St;['http://content.trafficwise.org/cctv/1-065-113-5-1.jpg']
148;39.761232743924886;-86.14304117119607;Mile 110.8 Fletcher Avenue;['http://content.trafficwise.org/cctv/1-065-110-8-1.jpg']
149;39.75453027581781;-86.14371950318221;Mile 110.3 I-70 S Split ;['http://content.trafficwise.org/cctv/1-065-110-3-1.jpg']
150;39.72916262839608;-86.13553578937017;Mile 108.4 Southern Avenue;['http://content.trafficwise.org/cctv/1-065-108-4-1.jpg']
151;39.70391341995933;-86.10824132612441;Mile 106.0 I-465 South ;['http://content.trafficwise.org/cctv/1-065-106-0-1.jpg']
152;39.70383036099192;-86.10821821813697;Mile 106.0 I-465 Southside ;['http://content.trafficwise.org/cctv/065-106-0-3118.jpg']
153;39.6811816466025;-86.10144996582542;Mile 104.4 Edgewood Avenue;['http://content.trafficwise.org/cctv/1-065-104-4-1.jpg']
154;39.66688888529906;-86.09126889761902;Mile 103.2 Southport Road;['http://content.trafficwise.org/cctv/1-065-103-2-1.jpg']
155;39.651375773788025;-86.0741368541268;Mile 101.8 Stop 11 Road ;['http://content.trafficwise.org/cctv/1-065-101-8-1.jpg']
156;39.637303985845364;-86.0740874255142;Mile 100.8 County Line Road;['http://content.trafficwise.org/cctv/1-065-100-8-1.jpg']
157;39.61777445569159;-86.07401465527367;Mile 99.4 Main Street / Greenwood;['http://content.trafficwise.org/cctv/1-065-099-4-1.jpg']
158;39.589533923063016;-86.06407620015148;Mile 97.4 Worthsville Road;['http://content.trafficwise.org/cctv/1-065-097-4-1.jpg']
159;39.617504341;-86.074010226;Mile 99.4 Main St / Greenwood ;['http://content.trafficwise.org/cctv/065-099-4-3203.jpg']
160;39.56616437102959;-86.05177159589701;Mile 95.7 County Road 600 North ;['http://content.trafficwise.org/cctv/1-065-095-7-1.jpg']
161;39.55203920183086;-86.04200271439724;Mile 94.6 Whiteland Road;['http://content.trafficwise.org/cctv/1-065-094-7-1.jpg']
162;39.52349722437258;-86.02516072722948;Mile 92.4 CR 300 North ;['http://content.trafficwise.org/cctv/1-065-092-4-1.jpg']
163;39.5231744313104;-86.02503738992988;Mile 92.4 County Road 300 North;['http://content.trafficwise.org/cctv/065-092-4-3735.jpg']
164;39.48219704825963;-86.01344181303075;Mile 89.5 SR 44 ;['http://content.trafficwise.org/cctv/1-065-089-5-1.jpg']
165;39.481813362390476;-86.01333327665411;Mile 89.5 SR 44 ;['http://content.trafficwise.org/cctv/065-089-5-3733.jpg']
166;39.46946523052645;-86.00782080494432;Mile 88.5 South of SR 44 ;['http://content.trafficwise.org/cctv/1-065-088-5-1.jpg']
167;39.44341263041274;-85.98866522536598;Mile 86.5 County Road 250 South ;['http://content.trafficwise.org/cctv/1-065-086-5-1.jpg']
168;39.442307008487944;-85.98762999791035;Mile 86.5 County Road 250 South;['http://content.trafficwise.org/cctv/065-086-5-20105.jpg']
169;41.658116307061874;-86.89285011420704;Mile 19.0 State Road 294;['http://content.trafficwise.org/cctv/1-094-019-0-3.jpg']
170;41.65845401666958;-86.93168665837115;Mile 17.0 East of US 20;['http://content.trafficwise.org/cctv/1-094-017-0-1.jpg']
171;41.658614212011265;-86.95056205136652;Mile 16.0 I-94;['http://content.trafficwise.org/cctv/1-094-016-0-1.jpg']
173;39.68097097851741;-85.97075856076671;Mile 99.1 Action Road ;['http://content.trafficwise.org/cctv/1-074-099-0-1.jpg']
174;39.69639995162897;-85.99060985168128;Mile 97.6 Thompson Road ;['http://content.trafficwise.org/cctv/1-074-097-6-1.jpg']
175;39.714797425718444;-86.007763;Mile 96.0 Post Road ;['http://content.trafficwise.org/cctv/1-074-096-0-1.jpg']
176;38.394754847705215;-85.7626560130023;Mile 9.0 Old State Road 311;['http://content.trafficwise.org/cctv/1-065-009-0-1.jpg']
177;38.39354851127173;-85.76230474778578;Mile 9.0 Old State Road 311;['http://content.trafficwise.org/cctv/065-009-0-3822.jpg']
178;38.4754204291486;-85.76982457299911;Mile 14.7 ;['http://content.trafficwise.org/cctv/1-065-014-7-1.jpg']
179;38.45430311779014;-85.77013608957064;Mile 13.2;['http://content.trafficwise.org/cctv/1-065-013-2-1.jpg']
180;38.43971558829779;-85.76553663711724;Mile 12.2 ;['http://content.trafficwise.org/cctv/1-065-012-2-1.jpg']
181;38.41139221901237;-85.76490538473786;Mile 10.2 ;['http://content.trafficwise.org/cctv/1-065-010-2-1.jpg']
182;38.37158184768149;-85.75603605867803;Mile 7.4 State Road 60;['http://content.trafficwise.org/cctv/1-065-007-4-1.jpg']
184;38.34505031852278;-85.75401079114741;Mile 5.6 At I-65 ;['http://content.trafficwise.org/cctv/065-005-6-3820.jpg']
185;38.346124712125544;-85.75405509655309;Mile 5.6 At I-65 ;['http://content.trafficwise.org/cctv/1-065-005-6-1.jpg']
186;38.31736847714773;-85.75262265792793;Mile 3.7 US31 / LEWIS&CLARK;['http://content.trafficwise.org/cctv/1-065-003-7-1.jpg']
188;38.30519627038496;-85.75237246261004;Mile 2.8 North of Eastern Boulevard;['http://content.trafficwise.org/cctv/1-065-002-8-1.jpg']
190;38.30435749136761;-85.75242609114397;Mile 2.8 North of Eastern Boulevard;['http://content.trafficwise.org/cctv/065-002-8-3817.jpg']
192;38.29524377548994;-85.75643795166614;Mile 2.1 Eastern Boulevard ;['http://content.trafficwise.org/cctv/1-065-002-1-1.jpg']
193;38.283513512648426;-85.75362956198538;Mile 1.2 STANSIFER AVE ;['http://content.trafficwise.org/cctv/1-065-001-2-1.jpg']
194;38.2786787958008;-85.74958634723566;Mile 0.8;['http://content.trafficwise.org/cctv/1-065-000-8-1.jpg']
195;38.27932256409539;-85.74979137180335;Mile 0.8 ;['http://content.trafficwise.org/cctv/1-065-000-8-1.jpg']
196;38.2689461832514;-85.74568489453956;Mile 0.1 I-65 at Lincoln and Kennedy Bridges;['http://content.trafficwise.org/cctv/065-000-1-3870.jpg']
197;38.268812587904954;-85.7456179479906;Mile 0.1 I-65 at Lincoln and Kennedy Bridges;['http://content.trafficwise.org/cctv/1-065-000-1-1.jpg']
198;38.492079644346674;-85.77135048867133;Mile 15.8 ;['http://content.trafficwise.org/cctv/1-065-015-8-1.jpg']
199;40.054947000218505;-85.633815;Mile 227.3 North of State Road 9 / 109;['http://content.trafficwise.org/cctv/1-069-227-3-1.jpg']
200;40.053076534456956;-85.653261;Mile 226.2 State Road 9 / 109;['http://content.trafficwise.org/cctv/1-069-226-2-1.jpg']
201;40.053076534456956;-85.653261;Mile 226.2 State Road 9 / 109;['http://content.trafficwise.org/cctv/1-069-226-2-1.jpg']
202;40.045612033422906;-85.69381313831371;Mile 224.0 100 West / Madison Avenue;['http://content.trafficwise.org/cctv/1-069-224-0-1.jpg']
203;40.0371309778404;-85.723764;Mile 222.4 State Road 9 / 67 - CAM 225;['http://content.trafficwise.org/cctv/1-069-222-4-1.jpg']
204;40.024322789725176;-85.758963;Mile 220.3 North of State Road 38;['http://content.trafficwise.org/cctv/069-220-3-3745.jpg']
205;40.024322789725176;-85.758963;Mile 220.3 North of State Road 38;['http://content.trafficwise.org/cctv/1-069-220-3-1.jpg']
206;40.00593774863259;-85.771763;Mile 218.8 State Road 38;['http://content.trafficwise.org/cctv/1-069-218-8-1.jpg']
207;39.99195343093036;-85.78545;Mile 218.8 State Road 38;['http://content.trafficwise.org/cctv/1-069-218-7-1.jpg']
208;39.99195343093036;-85.78545;Mile 217.6 South of State Road 38;['http://content.trafficwise.org/cctv/069-217-4-3741.jpg']
209;39.99195110071294;-85.785467;Mile 217.6 South of SR 38;['http://content.trafficwise.org/cctv/069-217-4-3740.jpg']
210;39.99367424964499;-85.843714;Mile 214.4 State Road 13 ;['http://content.trafficwise.org/cctv/1-069-214-4-1.jpg']
211;39.99367424964499;-85.843714;Mile 214.4 State Road 13;['http://content.trafficwise.org/cctv/069-214-0-3738.jpg']
212;39.991109837049656;-85.883435;Mile 212.3 Cyntheanne Road;['http://content.trafficwise.org/cctv/1-069-212-3-1.jpg']
213;39.99069474175964;-85.923875;Mile 210.2 Campus Parkway;['http://content.trafficwise.org/cctv/069-210-2-3768.jpg']
214;39.99069474175964;-85.923875;Mile 210.2 Campus Parkway;['http://content.trafficwise.org/cctv/1-069-210-2-1.jpg']
215;39.984025658489436;-85.942118;Mile 209.1 Brooks School Road;['http://content.trafficwise.org/cctv/1-069-209-1-1.jpg']
217;39.969306026032854;-85.974794;Mile 207.2 South of 126th Street ;['http://content.trafficwise.org/cctv/1-069-207-2-1.jpg']
218;39.96721120572496;-85.993925;Mile 206.0 Cumberland Road;['http://content.trafficwise.org/cctv/069-206-0-2817.jpg']
219;39.962716810288335;-86.003384;Mile 205.5 State Road 37;['http://content.trafficwise.org/cctv/1-069-206-0-1.jpg']
221;39.94209489528406;-86.018515;Mile 203.7 106th Street;['http://content.trafficwise.org/cctv/069-203-7-2815.jpg']
222;39.928037775623444;-86.028816;Mile 202.7 96th Street ;['http://content.trafficwise.org/cctv/069-202-7-2814.jpg']
223;39.90555051631436;-86.045275;Mile 200.9 82nd Street ;['http://content.trafficwise.org/cctv/1-069-200-9-1.jpg']
224;39.898845383327625;-86.050767;Mile 200.2 I-465 Ramps;['http://content.trafficwise.org/cctv/1-069-200-2-1.jpg']
225;39.95626534524176;-86.008114;Mile 205.0 116th Street;['http://content.trafficwise.org/cctv/1-069-203-7-1.jpg']
226;39.983949566664755;-85.9422777;Mile 101.1 Pleasant View Road;['http://content.trafficwise.org/cctv/1-074-101-0-1.jpg']
228;39.97545523186769;-85.959957;Mile 208.0 North of 126th Street;['http://content.trafficwise.org/cctv/1-069-208-0-1.jpg']
229;39.71499004364451;-86.007984;Mile 96.0 Post Road ;['http://content.trafficwise.org/cctv/074-096-0-3139.jpg']
230;39.724288220676904;-86.018659;Mile 95.0 Franklin Road;['http://content.trafficwise.org/cctv/1-074-095-0-1.jpg']
231;39.81709319571582;-86.300898;Mile 71.7 Dandy Trail ;['http://content.trafficwise.org/cctv/1-074-071-7-1.jpg']
232;39.82933461728092;-86.322552;Mile 70.2 Raceway Road ;['http://content.trafficwise.org/cctv/1-074-070-2-1.jpg']
233;39.83606283558587;-86.34594;Mile 68.9 Hunter Road;['http://content.trafficwise.org/cctv/1-074-068-9-1.jpg']
234;39.852890160558296;-86.376447;Mile 67.0 56th Street ;['http://content.trafficwise.org/cctv/1-074-067-0-1.jpg']
235;39.840370667331655;-86.354856;Mile 68.4 Ronald Reagan Parkway;['http://content.trafficwise.org/cctv/1-074-068-3-1.jpg']
237;39.859743119969146;-86.392624;Mile 66.0 State Road 267;['http://content.trafficwise.org/cctv/1-074-066-0-1.jpg']
257;41.576898529;-87.525191932;Mile 0.0 State Line;['http://pws.trafficwise.org/pullover/172_175_1_10.jpg']
258;41.57395315064857;-87.50801167066604;New Camera Site;['http://pws.trafficwise.org/pullover/172_175_9_10.jpg']
259;41.574079144;-87.479542341;Mile 2.4 Indianapolis Boulevard;['http://pws.trafficwise.org/pullover/172_175_25_10.jpg']
260;41.57399609357273;-87.46168056606062;Mile 3.3 Kennedy Avenue;['http://pws.trafficwise.org/pullover/172_175_34_10.jpg']
261;41.56984445258856;-87.42979486529647;Mile 5.0 SR 912 / Cline Avenue;['http://pws.trafficwise.org/pullover/172_175_50_10.jpg']
262;41.5697374859072;-87.40030296927276;Mile 6.5 Burr Street;['http://pws.trafficwise.org/pullover/172_175_65_10.jpg']
263;41.569623548177624;-87.37653370376067;Mile 7.7 Chase Street;['http://pws.trafficwise.org/pullover/172_175_76_10.jpg']
264;41.56860067892671;-87.35400279864605;Mile 8.9 Grant Street;['http://pws.trafficwise.org/pullover/172_175_90_10.jpg']
265;41.56734842107797;-87.33567531360173;Mile 9.9 Broadway;['http://pws.trafficwise.org/pullover/172_175_100_10.jpg']
266;41.56727014667977;-87.31267766331023;Mile 11.0 Martin Luther King Street;['http://pws.trafficwise.org/pullover/172_175_110_10.jpg']
267;41.56959957459552;-87.297537939835;Mile 11.9 at I-65 ;['http://pws.trafficwise.org/pullover/172_159_120_10.jpg']
268;41.57266544092544;-87.28130304745967;Mile 12.7 Central Avenue;['http://pws.trafficwise.org/pullover/172_159_127_10.jpg']
269;41.578671011813206;-87.25440257626538;Mile 14.2 Grand Boulevard;['http://pws.trafficwise.org/pullover/172_159_142_10.jpg']
270;41.58346633128623;-87.23859856219909;Mile 15.1 Ripley Street;['http://pws.trafficwise.org/pullover/172_159_151_10.jpg']
271;41.58358818751546;-87.23818218009198;Mile 15.1 Ripley Street ;['http://pws.trafficwise.org/pullover/172_159_151_11.jpg']
272;41.58599288;-87.23138709;Mile 16.0 ;['http://pws.trafficwise.org/pullover/172_159_160_10.jpg']
276;39.53265022248891;-86.80318962869586;Mile 41.1 Cloverdale - RWIS;['http://content.trafficwise.org/rwis/Cloverdale002.jpg', 'http://content.trafficwise.org/rwis/Cloverdale002.jpg', 'http://content.trafficwise.org/rwis/Columbus003.jpg', 'http://content.trafficwise.org/rwis/Columbus004.jpg', 'http://content.trafficwise.org/rwis/Columbus005.jpg', 'http://content.trafficwise.org/rwis/Columbus006.jpg', 'http://content.trafficwise.org/rwis/Columbus007.jpg', 'http://content.trafficwise.org/rwis/Cloverdale008.jpg']
277;39.43056944134797;-87.3365102329342;Mile 11.0 Terre Haute - RWIS;['https://rwis.indot.in.gov/0000000235/current.jpg?20171201192254']
278;39.20020702046023;-85.9579191944307;Mile 68.0 - Columbus - RWIS;['http://content.trafficwise.org/rwis/Columbus001.jpg', 'http://content.trafficwise.org/rwis/Columbus002.jpg', 'http://content.trafficwise.org/rwis/Columbus003.jpg', 'http://content.trafficwise.org/rwis/Columbus004.jpg', 'http://content.trafficwise.org/rwis/Columbus005.jpg', 'http://content.trafficwise.org/rwis/Columbus006.jpg', 'http://content.trafficwise.org/rwis/Columbus007.jpg', 'http://content.trafficwise.org/rwis/Columbus008.jpg']
279;40.324277237574634;-86.12687247514197;US 31  135.5 ;['http://content.trafficwise.org/cctv/1-031-135-5-1.jpg']
280;40.29842989795605;-86.1268541423858;US 31 133.7 mm ;['http://content.trafficwise.org/cctv/1-031-133-7-1.jpg']
281;40.27486949745057;-86.1269193907022;US 31 132.0;['http://content.trafficwise.org/cctv/1-031-132-0-1.jpg']
282;40.25555549189612;-86.12730938552106;US 31 130.7;['http://content.trafficwise.org/cctv/1-031-130-7-1.jpg']
283;40.23950220710768;-86.12771561158918;US 31 129.6;['http://content.trafficwise.org/cctv/1-031-129-6-1.jpg']
284;40.22453427449688;-86.12795807578745;US 31 128.6 ;['http://content.trafficwise.org/cctv/1-031-128-6-1.jpg']
285;40.21007184851332;-86.12798927864098;us 31 127.6;['http://content.trafficwise.org/cctv/1-031-127-6-1.jpg']
286;40.199868785666034;-86.12799167923217;US 31 126.9 ;['http://content.trafficwise.org/cctv/1-031-126-9-1.jpg']
287;40.14917532472859;-86.12783475883245;US 31 123.4;['http://content.trafficwise.org/cctv/1-031-123-4-1.jpg']
288;40.175199305415404;-86.1278819552749;US31 125.2;['http://content.trafficwise.org/cctv/1-031-125-2-1.jpg']
289;41.658299629413506;-86.91362170800197;I-94 17.9;['http://content.trafficwise.org/cctv/1-094-017-9-1.jpg']
290;41.65866781477496;-86.95782231731964;I-94 15.6;['http://content.trafficwise.org/cctv/1-094-015-6-6.jpg']
291;41.6365059195917;-87.00536791296678;I-94 12.7 mm ;['http://content.trafficwise.org/cctv/1-094-012-7-1.jpg']
292;41.649538712818206;-86.98211738822005;I-94 14.2;['http://content.trafficwise.org/cctv/1-094-014-2-1.jpg']
293;41.65637681527435;-86.96977196292332;New Camera Site;['http://content.trafficwise.org/cctv/1-094-015-0-1.jpg']
294;41.624896997284225;-87.03356264873808;I-94 11.0 / MLK ;['http://content.trafficwise.org/cctv/1-094-011-0-1.jpg']
295;41.624318202280726;-87.05279201479664;I-94 10.0;['http://content.trafficwise.org/cctv/1-094-010-0-1.jpg']
296;41.62314931256846;-87.07229301945422;I-94 9.0;['http://content.trafficwise.org/cctv/1-094-009-0-1.jpg']
297;38.28980020049331;-85.90887055032215;I-64/118.1 SR 62/SR 64;['http://content.trafficwise.org/cctv/1-064-118-1-1.jpg']
298;38.29839621271344;-85.89899481829346;I-64/118.9 W of US 150;['']
299;38.303606518445065;-85.88813299914418;I-64/119.6 US 150 ;['http://content.trafficwise.org/cctv/1-064-119-6-1.jpg']
300;38.302162892855144;-85.87381045074109;I-64/120.4 E of US 150;['http://content.trafficwise.org/cctv/1-064-120-2-1.jpg']
301;38.30214064861161;-85.87372622899031;I-64/120.4  E of US 150;['http://content.trafficwise.org/cctv/1-064-120-4-1.jpg']
302;38.301107187001314;-85.85193107027969;I-64/121.6 I-265;['http://content.trafficwise.org/cctv/1-064-121-6-1.jpg']
303;38.298683516985776;-85.84537437154809;I-64/122.0 E of I-265/Captain Frank Rd;['http://content.trafficwise.org/cctv/1-064-122-0-1.jpg']
304;38.28049473289002;-85.82412274863309;I-64/123.7 Spring St ;['http://content.trafficwise.org/cctv/1-064-123-4-1.jpg']
305;38.28049979016949;-85.8241279500007;I-64/123.7 Sherman Minton Bridge;['http://content.trafficwise.org/cctv/1-064-123-7-1.jpg']
306;38.3089973305669;-85.84771679928954;I-265/0.8 State St;['http://content.trafficwise.org/cctv/1-265-000-8-1.jpg']
307;38.32161611630723;-85.83931394973261;I-265/1.8 GREEN VALLEY RD;['http://content.trafficwise.org/cctv/1-265-001-8-1.jpg']
308;38.33348031940273;-85.82317453282285;I-265/3.0 GRANT LINE RD ;['http://content.trafficwise.org/cctv/1-265-003-0-1.jpg']
309;38.34251985782636;-85.80428615988241;I-265/4.2 CHARLESTOWN RD ;['http://content.trafficwise.org/cctv/1-265-004-2-1.jpg']
310;38.3448839220873;-85.78062452793097;I-265/5.5 W of I-65 ;['http://content.trafficwise.org/cctv/1-265-005-5-1.jpg']
311;38.34871514600808;-85.73214540391514;New Camera Site;['I-265/8.0 COOPERS LANE']
312;38.34511781629201;-85.71877215263547;I-265/8.6 Charleston Pike;['http://content.trafficwise.org/cctv/1-265-008-7-1.jpg']
313;38.345065618450455;-85.71860488896766;I-265/8.6 Charleston Pike;['http://content.trafficwise.org/cctv/1-265-008-6-1.jpg']
314;38.34382133104412;-85.7054514900875;New Camera Site;['http://content.trafficwise.org/cctv/1-265-009-4-1.jpg']
315;38.343482689117764;-85.69091498973381;New Camera Site;['I-265/10.3 Utica-Sellersburg Rd']
316;38.34919216679123;-85.66702426010544;I-265/11.2 W of Old Salem/River Ridge;['http://content.trafficwise.org/cctv/1-265-011-2-1.jpg']
317;38.349898822169166;-85.66172066333122;I-265/12.0 E of Old Salem/River Ridge;['http://content.trafficwise.org/cctv/1-265-012-0-1.jpg']
318;38.34437854191883;-85.64544109934589;I-265/12.8 Lewis & Clark Bridge;['http://content.trafficwise.org/cctv/1-265-012-8-1.jpg']
None;37.027055;-88.61358;I-24 MP 9;['http://rwis.kytc.ky.gov/itscams/D01/current_0240109.jpg']
None;37.058327;-88.654947;I-24 MP 7 @ US62;['http://rwis.kytc.ky.gov/itscams/D01/current_0240105.jpg']
None;37.052231;-88.650398;I-24 MP 7.5 @ US 45 Lone Oak Rd.;['http://rwis.kytc.ky.gov/itscams/D01/current_0240107.jpg']
None;37.078133;-88.68057;I-24 MP 4@ US 60;['http://rwis.kytc.ky.gov/itscams/D01/current_0240104.jpg']
None;37.098037;-88.688573;I-24 MP 3@ KY 305;['http://rwis.kytc.ky.gov/itscams/D01/current_0240103.jpg']
None;36.648675;-87.350857;I-24 MP 90;['http://rwis.kytc.ky.gov/itscams/D02/current_I240002.jpg']
None;36.678013;-87.447352;US 41 Gate 7 for DMS Sign Camera;['http://rwis.kytc.ky.gov/itscams/D02/current_41G7D02.jpg']
None;36.676533;-87.446923;US 41 Gate 7 Fort Campbell Entrance;['http://rwis.kytc.ky.gov/itscams/D02/current_41G7E02.jpg']
None;36.665148;-87.442878;US 41 @ KY 911 Intersection;['http://rwis.kytc.ky.gov/itscams/D02/current_U419112.jpg']
None;36.660776;-87.442384;US 41 Gate 5 Fort Campbell Entrance;['http://rwis.kytc.ky.gov/itscams/D02/current_U41G502.jpg']
None;36.640966;-87.436028;US 41 @ State Line Rd;['http://rwis.kytc.ky.gov/itscams/D02/current_U41SL02.jpg']
None;36.644525;-87.437181;US 41 Gate 4 Fort Campbell Entrance;['http://rwis.kytc.ky.gov/itscams/D02/current_41G4E02.jpg']
None;36.665415;-87.4407;KY 911 DMS Sign Camera;['http://rwis.kytc.ky.gov/itscams/D02/current_KY91102.jpg']
None;36.704192;-87.455098;US 41 & I-24 Overpass;['http://rwis.kytc.ky.gov/itscams/D02/current_U412402.jpg']
None;36.831821;-87.472865;US 41 & Pennyrile Overpass;['http://rwis.kytc.ky.gov/itscams/D02/current_U41PR02.jpg']
None;36.8725;-86.44817;I-65 MP 17;['http://rwis.kytc.ky.gov/itscams/D03/current_0650317.jpg']
None;37.12137;-86.00705;I-65 MP 50;['http://rwis.kytc.ky.gov/itscams/D03/current_0650350.jpg']
None;37.01453;-86.2857;I-65 MP 32;['http://rwis.kytc.ky.gov/itscams/D03/current_0650332.jpg']
None;37.03932;-86.22566;I-65 MP 36;['http://rwis.kytc.ky.gov/itscams/D03/current_0650336.jpg']
None;36.95387;-86.49671;Natcher Parkway MP 5;['http://rwis.kytc.ky.gov/itscams/D03/current_natcher.jpg']
None;36.97742;-86.3917;I-65 @ 234;['http://rwis.kytc.ky.gov/itscams/D03/current_6503234.jpg']
None;37.00855;-86.37676;KY 446 @ US 31W;['http://rwis.kytc.ky.gov/itscams/D03/current_6503446.jpg']
None;37.03713;-86.05878;Louie B Nunn @ MP 3;['http://rwis.kytc.ky.gov/itscams/D03/current_lbn0303.jpg']
None;36.91903;-86.50375;US 31W MP 7;['http://rwis.kytc.ky.gov/itscams/D03/current_0310307.jpg']
None;36.988636;-86.486434;Morgantown Rd and Campbell Ln;['http://rwis.kytc.ky.gov/itscams/D03/current_eastc03.jpg']
None;37.87192;-85.70411;I-65 MP 107;['http://rwis.kytc.ky.gov/itscams/D04/current_65SB107.jpg']
None;37.70229;-85.83312;I-65 Bluegrass Parkway;['http://rwis.kytc.ky.gov/itscams/D04/current_I65NBBG.jpg']
None;37.69209;-85.84012;I-65 MP 92.6;['http://rwis.kytc.ky.gov/itscams/D04/current_I65926N.jpg']
None;37.69196;-85.8413;I-65 MP 92.4;['http://rwis.kytc.ky.gov/itscams/D04/current_65SB924.jpg']
None;37.67383;-85.84911;I-65 Western Kentucky Parkway;['http://rwis.kytc.ky.gov/itscams/D04/current_I65D4WK.JPG']
